title,genre,description,language,duration,episodes,rating,cast,keywords,source,poster_url,combined_features
withnail i,comedy drama,in 1969 two substance abusing unemployed actors retreat to the countryside for a holiday that proves disastrous,english,107.0,1,7.7,richard e grant paul mcgann richard griffiths ralph brown,comedy drama,imdb,"https://m.media-amazon.com/images/M/MV5BYjE3ODY5OWEtZmE0Mi00MjUxLTg5MmUtZmFkMzM1N2VjMmU5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy drama english 107.0 1 comedy drama in 1969 two substance abusing unemployed actors retreat to the countryside for a holiday that proves disastrous richard e grant paul mcgann richard griffiths ralph brown
the last emperor,biography drama history,the story of the final emperor of china,english,163.0,1,7.7,john lone joan chen peter o toole ruocheng ying,biography drama history,imdb,"https://m.media-amazon.com/images/M/MV5BZTk0NDU4YmItOTk0ZS00ODc2LTkwNGItNWI5MDJkNTJiYWMxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg",biography drama history english 163.0 1 biography drama history the story of the final emperor of china john lone joan chen peter o toole ruocheng ying
empire of the sun,action drama history,a young english boy struggles to survive under japanese occupation during world war ii,english,153.0,1,7.7,christian bale john malkovich miranda richardson nigel havers,action drama history,imdb,"https://m.media-amazon.com/images/M/MV5BMmQwNzczZDItNmI0OS00MjRmLTliYWItZWIyMjk1MTU4ZTQ4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",action drama history english 153.0 1 action drama history a young english boy struggles to survive under japanese occupation during world war ii christian bale john malkovich miranda richardson nigel havers
der name der rose,crime drama mystery,an intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey,english,130.0,1,7.7,sean connery christian slater helmut qualtinger elya baskin,crime drama mystery,imdb,"https://m.media-amazon.com/images/M/MV5BZjEyZTdhNDMtMWFkMS00ZmRjLWEyNmEtZDU3MWFkNDEzMDYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",crime drama mystery english 130.0 1 crime drama mystery an intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey sean connery christian slater helmut qualtinger elya baskin
blue velvet,drama mystery thriller,the discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child,english,120.0,1,7.7,isabella rossellini kyle maclachlan dennis hopper laura dern,drama mystery thriller,imdb,"https://m.media-amazon.com/images/M/MV5BMzExOTczNTgtN2Q1Yy00MmI1LWE0NjgtNmIwMzdmZGNlODU1XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX67_CR0,0,67,98_AL_.jpg",drama mystery thriller english 120.0 1 drama mystery thriller the discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child isabella rossellini kyle maclachlan dennis hopper laura dern
the purple rose of cairo,comedy fantasy romance,in new jersey in 1935 a movie character walks off the screen and into the real world,english,82.0,1,7.7,mia farrow jeff daniels danny aiello irving metzman,comedy fantasy romance,imdb,"https://m.media-amazon.com/images/M/MV5BY2E1YWRlNzAtYzAwYy00MDg5LTlmYTUtYjdlZDI0NzFkNjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy fantasy romance english 82.0 1 comedy fantasy romance in new jersey in 1935 a movie character walks off the screen and into the real world mia farrow jeff daniels danny aiello irving metzman
after hours,comedy crime drama,an ordinary word processor has the worst night of his life after he agrees to visit a girl in soho who he met that evening at a coffee shop,english,97.0,1,7.7,griffin dunne rosanna arquette verna bloom tommy chong,comedy crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BMTUxMjEzMzI2MV5BMl5BanBnXkFtZTgwNTU3ODAxMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy crime drama english 97.0 1 comedy crime drama an ordinary word processor has the worst night of his life after he agrees to visit a girl in soho who he met that evening at a coffee shop griffin dunne rosanna arquette verna bloom tommy chong
zelig,comedy,documentary about a man who can look and act like whoever he s around and meets various famous people,english,79.0,1,7.7,woody allen mia farrow patrick horgan john buckwalter,comedy,imdb,"https://m.media-amazon.com/images/M/MV5BMGUwMjM0MTEtOGY2NS00MjJmLWEyMDAtYmNkMWJjOWJlNGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy english 79.0 1 comedy documentary about a man who can look and act like whoever he s around and meets various famous people woody allen mia farrow patrick horgan john buckwalter
the verdict,drama,a lawyer sees the chance to salvage his career and self respect by taking a medical malpractice case to trial rather than settling,english,129.0,1,7.7,paul newman charlotte rampling jack warden james mason,drama,imdb,"https://m.media-amazon.com/images/M/MV5BMTU5MzMwMzAzM15BMl5BanBnXkFtZTcwNjYyMjA0Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",drama english 129.0 1 drama a lawyer sees the chance to salvage his career and self respect by taking a medical malpractice case to trial rather than settling paul newman charlotte rampling jack warden james mason
star trek ii the wrath of khan,action adventure sci fi,with the assistance of the enterprise crew admiral kirk must stop an old nemesis khan noonien singh from using the life generating genesis device as the ultimate weapon,english,113.0,1,7.7,william shatner leonard nimoy deforest kelley james doohan,action adventure sci fi,imdb,"https://m.media-amazon.com/images/M/MV5BMzcyYWE5YmQtNDE1Yi00ZjlmLWFlZTAtMzRjODBiYjM3OTA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",action adventure sci fi english 113.0 1 action adventure sci fi with the assistance of the enterprise crew admiral kirk must stop an old nemesis khan noonien singh from using the life generating genesis device as the ultimate weapon william shatner leonard nimoy deforest kelley james doohan
first blood,action adventure,a veteran green beret is forced by a cruel sheriff and his deputies to flee into the mountains and wage an escalating one man war against his pursuers,english,93.0,1,7.7,sylvester stallone brian dennehy richard crenna bill mckinney,action adventure,imdb,"https://m.media-amazon.com/images/M/MV5BODBmOWU2YWMtZGUzZi00YzRhLWJjNDAtYTUwNWVkNDcyZmU5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",action adventure english 93.0 1 action adventure a veteran green beret is forced by a cruel sheriff and his deputies to flee into the mountains and wage an escalating one man war against his pursuers sylvester stallone brian dennehy richard crenna bill mckinney
ordinary people,drama,the accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother the good natured father and the guilt ridden younger son,english,124.0,1,7.7,donald sutherland mary tyler moore judd hirsch timothy hutton,drama,imdb,"https://m.media-amazon.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",drama english 124.0 1 drama the accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother the good natured father and the guilt ridden younger son donald sutherland mary tyler moore judd hirsch timothy hutton
airplane,comedy,a man afraid to fly must ensure that a plane lands safely after the pilots become sick,english,88.0,1,7.7,david zucker jerry zucker robert hays julie hagerty,comedy,imdb,"https://m.media-amazon.com/images/M/MV5BZjA3YjdhMWEtYjc2Ni00YzVlLWI0MTUtMGZmNTJjNmU0Yzk2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy english 88.0 1 comedy a man afraid to fly must ensure that a plane lands safely after the pilots become sick david zucker jerry zucker robert hays julie hagerty
rupan sansei kariosutoro no shiro,animation adventure family,a dashing thief his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count s clutches and learn the hidden secret to a fabulous treasure that she holds part of a key to,english,100.0,1,7.7,yasuo yamada eiko masuyama kiyoshi kobayashi makio inoue,animation adventure family,imdb,"https://m.media-amazon.com/images/M/MV5BYzYyNjg3OTctNzA2ZS00NjkzLWE4MmYtZDAzZWQ0NzkyMTJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",animation adventure family english 100.0 1 animation adventure family a dashing thief his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count s clutches and learn the hidden secret to a fabulous treasure that she holds part of a key to yasuo yamada eiko masuyama kiyoshi kobayashi makio inoue
halloween,horror thriller,fifteen years after murdering his sister on halloween night 1963 michael myers escapes from a mental hospital and returns to the small town of haddonfield illinois to kill again,english,91.0,1,7.7,donald pleasence jamie lee curtis tony moran nancy kyes,horror thriller,imdb,"https://m.media-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",horror thriller english 91.0 1 horror thriller fifteen years after murdering his sister on halloween night 1963 michael myers escapes from a mental hospital and returns to the small town of haddonfield illinois to kill again donald pleasence jamie lee curtis tony moran nancy kyes
le locataire,drama thriller,a bureaucrat rents a paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia,english,126.0,1,7.7,roman polanski isabelle adjani melvyn douglas jo van fleet,drama thriller,imdb,"https://m.media-amazon.com/images/M/MV5BYmVhMDQ1YWUtYjgxOS00NzYyLWI0ZGItNTg3ZjM0MmQ4NmIwXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_UY98_CR3,0,67,98_AL_.jpg",drama thriller english 126.0 1 drama thriller a bureaucrat rents a paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia roman polanski isabelle adjani melvyn douglas jo van fleet
love and death,comedy war,in czarist russia a neurotic soldier and his distant cousin formulate a plot to assassinate napoleon,english,85.0,1,7.7,woody allen diane keaton georges adet frank adu,comedy war,imdb,"https://m.media-amazon.com/images/M/MV5BMTYxMDk1NTA5NF5BMl5BanBnXkFtZTcwNDkzNzA2NA@@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy war english 85.0 1 comedy war in czarist russia a neurotic soldier and his distant cousin formulate a plot to assassinate napoleon woody allen diane keaton georges adet frank adu
the taking of pelham one two three,action crime thriller,in new york armed men hijack a subway car and demand a ransom for the passengers even if it s paid how could they get away,english,104.0,1,7.7,walter matthau robert shaw martin balsam hector elizondo,action crime thriller,imdb,"https://m.media-amazon.com/images/M/MV5BMjE1NDY0NDk3Ml5BMl5BanBnXkFtZTcwMTAzMTM3NA@@._V1_UX67_CR0,0,67,98_AL_.jpg",action crime thriller english 104.0 1 action crime thriller in new york armed men hijack a subway car and demand a ransom for the passengers even if it s paid how could they get away walter matthau robert shaw martin balsam hector elizondo
blazing saddles,comedy western,in order to ruin a western town a corrupt politician appoints a black sheriff who promptly becomes his most formidable adversary,english,93.0,1,7.7,cleavon little gene wilder slim pickens harvey korman,comedy western,imdb,"https://m.media-amazon.com/images/M/MV5BZGZmMWE1MDYtNzAyNC00MDMzLTgzZjQtNTQ5NjYzN2E4MzkzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy western english 93.0 1 comedy western in order to ruin a western town a corrupt politician appoints a black sheriff who promptly becomes his most formidable adversary cleavon little gene wilder slim pickens harvey korman
serpico,biography crime drama,an honest new york cop named frank serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him,english,130.0,1,7.7,al pacino john randolph jack kehoe biff mcguire,biography crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BYTU4ZTI0NzAtYzMwNi00YmMxLThmZWItNTY5NzgyMDAwYWVhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg",biography crime drama english 130.0 1 biography crime drama an honest new york cop named frank serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him al pacino john randolph jack kehoe biff mcguire
enter the dragon,action crime drama,a secret agent comes to an opium lord s island fortress with other fighters for a martial arts tournament,english,102.0,1,7.7,bruce lee john saxon jim kelly ahna capri,action crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BNGZiMTkyNzQtMDdmZi00ZDNkLWE4YTAtZGNlNTIzYzQyMGM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",action crime drama english 102.0 1 action crime drama a secret agent comes to an opium lord s island fortress with other fighters for a martial arts tournament bruce lee john saxon jim kelly ahna capri
deliverance,adventure drama thriller,intent on seeing the cahulawassee river before it s dammed and turned into a lake outdoor fanatic lewis medlock takes his friends on a canoeing trip they ll never forget into the dangerous american back country,english,109.0,1,7.7,jon voight burt reynolds ned beatty ronny cox,adventure drama thriller,imdb,"https://m.media-amazon.com/images/M/MV5BZjBhYzU3NWItOWZjMy00NjI5LWFmYmItZmIyOWFlMDIxMWNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",adventure drama thriller english 109.0 1 adventure drama thriller intent on seeing the cahulawassee river before it s dammed and turned into a lake outdoor fanatic lewis medlock takes his friends on a canoeing trip they ll never forget into the dangerous american back country jon voight burt reynolds ned beatty ronny cox
the french connection,action crime drama,a pair of nyc cops in the narcotics bureau stumble onto a drug smuggling job with a french connection,english,104.0,1,7.7,gene hackman roy scheider fernando rey tony lo bianco,action crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UY98_CR1,0,67,98_AL_.jpg",action crime drama english 104.0 1 action crime drama a pair of nyc cops in the narcotics bureau stumble onto a drug smuggling job with a french connection gene hackman roy scheider fernando rey tony lo bianco
dirty harry,action crime thriller,when a madman calling himself the scorpio killer menaces the city tough as nails san francisco police inspector dirty harry callahan is assigned to track down and ferret out the crazed psychopath,english,102.0,1,7.7,clint eastwood andrew robinson harry guardino reni santoni,action crime thriller,imdb,"https://m.media-amazon.com/images/M/MV5BMzdhMTM2YTItOWU2YS00MTM0LTgyNDYtMDM1OWM3NzkzNTM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",action crime thriller english 102.0 1 action crime thriller when a madman calling himself the scorpio killer menaces the city tough as nails san francisco police inspector dirty harry callahan is assigned to track down and ferret out the crazed psychopath clint eastwood andrew robinson harry guardino reni santoni
where eagles dare,action adventure war,allied agents stage a daring raid on a castle where the nazis are holding american brigadier general george carnaby prisoner but that s not all that s really going on,english,158.0,1,7.7,richard burton clint eastwood mary ure patrick wymark,action adventure war,imdb,"https://m.media-amazon.com/images/M/MV5BNGE3ZWZiNzktMDIyOC00ZmVhLThjZTktZjQ5NjI4NGVhMDBlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",action adventure war english 158.0 1 action adventure war allied agents stage a daring raid on a castle where the nazis are holding american brigadier general george carnaby prisoner but that s not all that s really going on richard burton clint eastwood mary ure patrick wymark
the odd couple,comedy,two friends try sharing an apartment but their ideas of housekeeping and lifestyles are as different as night and day,english,105.0,1,7.7,jack lemmon walter matthau john fiedler herb edelman,comedy,imdb,"https://m.media-amazon.com/images/M/MV5BZDVhNzQxZDEtMzcyZC00ZDg1LWFkZDctOWYxZTY0ZmYzYjc2XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy english 105.0 1 comedy two friends try sharing an apartment but their ideas of housekeeping and lifestyles are as different as night and day jack lemmon walter matthau john fiedler herb edelman
the dirty dozen,action adventure war,during world war ii a rebellious u s army major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of german officers,english,150.0,1,7.7,lee marvin ernest borgnine charles bronson john cassavetes,action adventure war,imdb,"https://m.media-amazon.com/images/M/MV5BM2Y1ZTI0NzktYzU3MS00YmE1LThkY2EtMDc0NGYxNTNlZDA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",action adventure war english 150.0 1 action adventure war during world war ii a rebellious u s army major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of german officers lee marvin ernest borgnine charles bronson john cassavetes
belle de jour,drama romance,a frigid young housewife decides to spend her midweek afternoons as a prostitute,english,100.0,1,7.7,catherine deneuve jean sorel michel piccoli genevi ve page,drama romance,imdb,"https://m.media-amazon.com/images/M/MV5BZjNkNGJjYWEtM2IyNi00ZjM5LWFlYjYtYjQ4NTU5MGFlMTI2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY98_CR3,0,67,98_AL_.jpg",drama romance english 100.0 1 drama romance a frigid young housewife decides to spend her midweek afternoons as a prostitute catherine deneuve jean sorel michel piccoli genevi ve page
a man for all seasons,biography drama history,the story of sir thomas more who stood up to king henry viii when the king rejected the roman catholic church to obtain a divorce and remarry,english,120.0,1,7.7,paul scofield wendy hiller robert shaw leo mckern,biography drama history,imdb,"https://m.media-amazon.com/images/M/MV5BMTRjOTA1NzctNzFmMy00ZjcwLWExYjgtYWQyZDM5ZWY1Y2JlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",biography drama history english 120.0 1 biography drama history the story of sir thomas more who stood up to king henry viii when the king rejected the roman catholic church to obtain a divorce and remarry paul scofield wendy hiller robert shaw leo mckern
